,label,count_paragraph,average_words_in_paragraph,count_positive,count_negative,count_image,count_date,num_num_in_df,percent_num_start_1,numberRecordDomain,percentFraudDomain,average_words,noun,num_per_cha(%)
115,0,2,44.0,10,11,0,0,7,0.14285714285714285,73,0.0,36.66666666666666,106,2.6319999999999997
116,0,12,38.769230769230774,18,16,0,1,2,0.0,73,0.0,34.153846153846146,440,1.6909999999999998
117,0,2,28.33333333333333,6,9,0,1,1,1.0,73,0.0,27.66666666666667,69,1.511
118,0,18,22.52631578947368,34,18,0,0,2,0.5,10,0.0,19.473684210526315,377,0.58
119,0,27,41.857142857142854,54,37,2,0,10,0.4,5,0.0,36.035714285714285,953,0.996
120,0,20,30.380952380952376,30,19,6,7,23,0.043478260869565216,5,0.0,26.04761904761905,480,3.6319999999999997
121,0,20,30.952380952380953,21,22,4,3,2,0.0,5,0.0,26.095238095238088,514,0.664
122,0,15,31.4375,32,21,2,3,6,0.3333333333333333,5,0.0,25.8125,401,2.9210000000000003
123,0,2,40.66666666666666,10,11,0,0,6,0.0,5,0.0,33.333333333333336,96,2.214
124,0,23,60.45833333333334,47,49,0,0,19,0.3157894736842105,5,0.0,55.5,1255,0.894
125,0,8,32.22222222222222,21,14,0,4,1,0.0,73,0.0,26.11111111111111,254,2.3609999999999998
126,0,9,33.4,15,19,0,1,9,0.6666666666666666,73,0.0,29.4,281,2.316
127,0,19,42.65,32,35,0,2,8,0.0,73,0.0,36.5,728,1.085
128,0,17,37.444444444444436,22,19,0,4,22,0.13636363636363635,73,0.0,34.333333333333336,528,3.2880000000000003
129,0,13,38.846153846153854,28,17,0,5,13,0.38461538461538464,6,0.0,32.46153846153846,414,2.266
130,0,14,39.93333333333333,47,18,1,0,1,1.0,5,0.0,35.13333333333333,491,0.14400000000000002
131,0,13,47.78571428571429,40,38,0,3,5,0.2,73,0.0,39.857142857142854,568,1.06
132,0,14,53.8,59,18,0,2,7,0.42857142857142855,73,0.0,43.26666666666666,700,0.657
133,0,10,33.63636363636363,23,13,0,1,1,1.0,73,0.0,29.63636363636364,282,0.301
134,0,13,34.214285714285715,22,17,0,3,2,0.0,73,0.0,27.57142857142857,376,0.779
135,0,21,42.09090909090909,42,34,0,2,11,0.3636363636363637,73,0.0,37.22727272727273,788,0.79
136,0,9,32.7,19,13,0,1,3,0.0,73,0.0,28.7,280,0.542
137,0,9,37.6,29,21,0,4,5,0.2,73,0.0,31.9,300,1.811
138,0,2,35.333333333333336,12,13,0,1,4,0.25,73,0.0,30.33333333333333,81,2.405
139,0,3,22.25,10,10,0,0,0,0.0,73,0.0,19.0,75,0.935
140,0,6,18.571428571428573,7,8,0,1,0,0.0,73,0.0,17.428571428571427,101,0.49
141,0,8,28.66666666666667,15,11,0,2,1,0.0,73,0.0,25.777777777777782,215,1.188
142,0,9,42.6,28,18,0,2,5,0.0,73,0.0,37.3,352,1.246
143,0,15,38.0625,30,25,0,2,7,0.14285714285714285,73,0.0,32.875,519,1.217
144,0,5,39.16666666666666,18,11,0,0,9,0.3333333333333333,5,0.0,34.333333333333336,181,2.187
145,0,11,41.833333333333336,27,24,0,6,14,0.14285714285714285,73,0.0,36.5,379,1.921
146,0,11,47.5,36,33,0,0,3,0.3333333333333333,3,0.0,41.333333333333336,470,0.6459999999999999
147,0,10,36.72727272727273,29,24,0,1,0,0.0,73,0.0,30.363636363636363,339,0.165
148,0,7,24.5,11,13,0,1,4,0.25,73,0.0,21.5,157,0.9129999999999999
149,0,14,48.53333333333333,40,32,0,3,12,0.16666666666666666,73,0.0,40.73333333333333,584,1.5819999999999999
150,0,3,38.0,17,10,0,1,3,0.0,1,0.0,32.25,127,2.259
151,0,15,37.125,31,25,0,0,11,0.09090909090909093,73,0.0,32.375,484,1.012
152,0,25,31.884615384615387,38,23,6,9,10,0.3,5,0.0,27.0,646,1.829
153,0,17,47.111111111111114,56,29,0,4,15,0.26666666666666666,73,0.0,40.66666666666666,713,1.579
154,0,15,63.375,47,32,0,0,26,0.07692307692307693,3,0.0,52.75,836,1.594
155,0,9,28.6,22,13,0,0,1,0.0,73,0.0,23.0,257,0.235
156,0,22,32.39130434782609,51,21,0,1,4,0.5,1,0.0,26.91304347826087,644,0.5479999999999999
157,0,7,39.375,15,17,0,0,0,0.0,73,0.0,28.375,266,0.0
158,0,23,57.875,78,53,0,3,18,0.2222222222222222,73,0.0,48.5,1150,0.882
159,0,32,46.78787878787879,56,44,0,8,30,0.43333333333333335,73,0.0,40.21212121212121,1253,1.9369999999999998
160,0,7,30.375,19,17,0,1,4,0.25,2,0.0,27.125,192,1.071
161,0,26,49.96296296296296,69,54,0,0,19,0.15789473684210525,2,0.0,44.0,1099,1.149
162,0,1,37.0,10,7,0,1,2,0.5,2,0.0,32.0,64,3.478
163,0,20,58.38095238095239,52,55,0,2,7,0.42857142857142855,73,0.0,52.66666666666666,1018,0.51
164,0,13,62.57142857142857,49,33,0,1,11,0.3636363636363637,73,0.0,50.92857142857143,700,1.2329999999999999
165,0,2,23.0,7,8,0,0,0,0.0,73,0.0,21.33333333333333,50,0.647
166,0,11,53.75,26,28,0,0,8,0.5,73,0.0,48.5,508,0.638
167,0,5,18.666666666666668,12,5,0,1,0,0.0,73,0.0,17.166666666666668,92,0.40700000000000003
168,0,1,52.0,6,12,0,0,3,0.3333333333333333,73,0.0,46.0,87,2.155
169,0,7,47.875,33,26,0,0,4,0.0,73,0.0,42.125,315,0.461
170,0,32,35.45454545454545,64,44,0,0,9,0.2222222222222222,73,0.0,29.272727272727273,999,0.713
171,0,19,63.3,56,57,0,3,30,0.13333333333333333,73,0.0,53.9,1009,1.588
172,0,17,61.38888888888889,42,37,0,0,11,0.18181818181818185,73,0.0,52.611111111111114,923,0.544
173,0,5,24.33333333333333,9,6,0,1,0,0.0,73,0.0,22.16666666666667,117,0.316
174,0,12,33.384615384615394,19,19,0,2,5,0.8,73,0.0,27.538461538461537,367,2.141
175,0,11,38.25,37,17,0,1,7,0.5714285714285714,73,0.0,32.333333333333336,376,1.0270000000000001
176,0,11,38.333333333333336,44,30,0,0,3,0.0,3,0.0,34.583333333333336,376,0.42
177,0,23,52.95833333333334,66,41,0,1,15,0.2,73,0.0,46.375,1076,0.755
178,0,7,63.0,22,16,0,0,2,1.0,73,0.0,46.25,412,0.26899999999999996
179,0,13,28.214285714285715,16,21,0,4,3,0.3333333333333333,73,0.0,26.0,330,1.4580000000000002
180,0,11,44.16666666666666,38,25,0,3,6,0.16666666666666666,73,0.0,37.25,454,0.8640000000000001
181,0,15,32.4375,31,18,0,0,9,0.0,73,0.0,28.0625,417,1.215
182,0,16,43.411764705882355,46,28,0,1,13,0.4615384615384616,73,0.0,37.588235294117645,602,1.3430000000000002
183,0,17,35.888888888888886,23,22,0,0,8,0.5,73,0.0,30.722222222222218,524,1.3030000000000002
184,0,9,29.5,15,16,0,4,8,0.125,73,0.0,25.9,237,2.375
185,0,8,37.66666666666666,23,13,0,1,10,0.5,73,0.0,32.77777777777778,287,1.787
186,0,9,45.0,21,21,0,3,8,0.5,73,0.0,39.2,382,1.5290000000000001
187,0,12,24.76923076923077,17,19,0,2,2,0.5,73,0.0,22.30769230769231,257,1.359
188,0,10,36.09090909090909,29,20,0,2,6,0.16666666666666666,73,0.0,32.81818181818182,336,1.4080000000000001
189,0,8,42.66666666666666,10,11,0,0,28,0.21428571428571427,73,0.0,36.66666666666666,295,4.781000000000001
190,0,10,53.45454545454545,32,18,0,0,9,0.1111111111111111,73,0.0,43.0,500,1.406
191,0,11,32.25,13,19,0,3,2,0.0,73,0.0,28.91666666666667,302,0.986
192,0,6,32.714285714285715,8,12,0,3,0,0.0,73,0.0,29.42857142857143,184,1.188
193,0,8,34.666666666666664,17,18,0,2,11,0.2727272727272727,73,0.0,29.11111111111111,229,3.7260000000000004
194,0,7,16.25,9,11,0,1,2,0.5,73,0.0,15.25,103,1.58
195,0,12,35.307692307692314,30,33,0,0,3,0.3333333333333333,73,0.0,27.461538461538463,391,0.295
196,0,12,46.230769230769226,18,25,0,3,5,0.4,73,0.0,40.92307692307692,508,1.266
197,0,15,40.0625,36,23,0,2,5,0.2,73,0.0,33.0625,525,0.546
198,0,8,34.44444444444444,13,16,0,2,4,0.5,73,0.0,31.222222222222218,258,1.1079999999999999
199,0,18,32.31578947368421,34,24,0,0,8,0.25,73,0.0,28.421052631578952,510,0.7
200,0,7,42.375,24,15,1,0,1,0.0,10,0.0,37.375,291,0.5710000000000001
201,0,9,36.2,31,15,1,1,7,0.14285714285714285,10,0.0,31.8,317,1.996
202,0,26,23.33333333333333,25,29,18,0,5,0.2,10,0.0,20.740740740740737,493,0.774
203,0,12,34.615384615384606,30,22,1,2,8,0.125,10,0.0,29.30769230769231,365,1.2409999999999999
204,0,8,45.444444444444436,34,22,2,6,15,0.4,10,0.0,40.888888888888886,306,2.041
205,0,6,28.857142857142854,15,13,3,0,3,0.0,10,0.0,24.714285714285715,160,0.532
206,0,16,63.941176470588225,61,46,0,0,14,0.5,10,0.0,56.11764705882353,913,0.9740000000000001
207,0,5,35.166666666666664,9,10,1,7,8,0.375,10,0.0,31.33333333333333,155,2.8810000000000002
208,0,6,41.0,19,16,0,4,15,0.6,10,0.0,35.0,218,3.005
209,0,14,31.66666666666667,16,16,0,3,8,0.125,14,0.0,26.66666666666667,399,1.8530000000000002
210,0,8,25.33333333333333,9,12,0,2,3,0.6666666666666666,14,0.0,23.0,169,1.796
211,0,11,24.33333333333333,13,17,0,1,13,0.3076923076923077,14,0.0,20.75,235,1.972
212,0,11,46.83333333333334,33,22,0,3,11,0.4545454545454545,14,0.0,42.91666666666666,462,1.969
213,0,7,32.625,13,11,0,1,8,0.0,14,0.0,29.25,207,2.522
214,0,20,66.57142857142857,36,30,0,11,25,0.2,14,0.0,54.19047619047619,1117,1.829
215,0,21,26.90909090909091,21,32,0,1,2,0.0,14,0.0,23.54545454545455,485,0.33899999999999997
216,0,6,29.42857142857143,11,16,0,2,2,0.0,14,0.0,26.714285714285715,167,1.2990000000000002
217,0,5,32.666666666666664,8,16,0,2,3,0.0,14,0.0,28.66666666666667,149,1.714
218,0,13,31.0,28,16,0,3,8,0.25,14,0.0,26.285714285714285,367,2.3040000000000003
219,0,10,45.45454545454545,36,18,0,2,11,0.2727272727272727,14,0.0,39.72727272727273,420,3.395
220,0,8,29.11111111111111,15,10,0,0,14,0.2857142857142857,14,0.0,25.66666666666667,210,2.641
221,0,10,51.63636363636363,35,22,0,0,15,0.26666666666666666,14,0.0,44.72727272727273,464,1.2309999999999999
222,0,7,32.0,18,17,0,1,3,0.0,14,0.0,28.375,227,1.311
